0,12,17
0,11,17
0,16,17
0,10,17
0,11,17
0,07,17
0,09,17
0,08,17
0,03,17
0,15,17
0,14,17
0,10,17
0,03,17
0,11,17
0,08,17
0,01,17
0,11,17
0,05,17
0,08,17
0,11,17
0,08,17
0,06,17
0,01,17
0,12,17
0,16,17
0,09,17
0,06,17
0,12,17
0,05,17
0,08,17
0,05,17
0,01,17
0,10,17
0,12,17
0,14,17
0,16,17
0,09,17
0,05,17
0,14,17
0,06,17
0,03,17
0,10,17
0,10,17
0,04,17
0,01,17
0,10,17
0,12,17
0,05,17
0,12,17
0,02,17
0,13,17
0,12,17
0,09,17
0,14,17
0,16,17
0,03,17
0,01,17
0,13,17
0,05,17
0,07,17
0,08,17
0,11,17
0,12,17
0,06,17
0,01,17
0,03,17
0,10,17
0,02,17
0,02,17
0,05,17
0,08,17
0,04,17
0,11,17
0,08,17
0,15,17
0,03,17
0,09,17
0,15,17
0,11,17
0,13,17
0,03,17
0,03,17
0,10,17
0,04,17
0,09,17
0,01,17
0,14,17
0,03,17
0,10,17
0,03,17
0,15,17
0,12,17
0,05,17
0,08,17
0,15,17
0,01,17
0,10,17
0,05,17
0,03,17
0,04,17
0,15,17
0,12,17
0,06,17
0,09,17
0,14,17
0,07,17
0,13,17
0,08,17
0,11,17
0,06,17
0,02,17
0,09,17
0,02,17
0,02,17
0,02,17
0,02,17
0,02,17
0,09,17
0,12,17
0,16,17
0,10,17
0,07,17
0,03,17
0,03,17
0,12,17
0,08,17
0,11,17
0,02,17
0,04,17
0,10,17
0,04,17
0,13,17
0,03,17
0,04,17
0,04,17
0,02,17
0,10,17
0,02,17
0,14,17
0,15,17
0,16,17
0,11,17
0,04,17
0,01,17
0,05,17
0,01,17
0,02,17
0,12,17
0,14,17
0,05,17
0,16,17
0,14,17
0,14,17
0,08,17
0,02,17
0,02,17
0,11,17
0,12,17
0,01,17
0,11,17
0,05,17
0,15,17
0,02,17
0,03,17
0,07,17
0,05,17
0,03,17
0,07,17
0,13,17
0,11,17
0,01,17
0,12,17
0,14,17
0,03,17
0,07,17
0,08,17
0,16,17
0,15,17
0,10,17
0,01,17
0,15,17
0,07,17
0,05,17
0,16,17
0,09,17
0,01,17
0,16,17
0,15,17
0,10,17
0,15,17
0,14,17
0,01,17
0,05,17
0,05,17
0,08,17
0,16,17
0,12,17
0,08,17
0,05,17
0,13,17
0,08,17
0,08,17
0,14,17
0,10,17
0,02,17
0,03,17
0,12,17
0,14,17
0,04,17
0,05,17
0,16,17
0,14,17
0,05,17
0,12,17
0,01,17
0,05,17
0,05,17
0,04,17
0,03,17
0,16,17
0,08,17
0,12,17
0,10,17
0,16,17
0,13,17
0,13,17
0,09,17
0,16,17
0,10,17
0,01,17
0,15,17
0,16,17
0,08,17
0,03,17
0,04,17
0,04,17
0,16,17
0,09,17
0,06,17
0,09,17
0,04,17
0,12,17
0,11,17
0,08,17
0,06,17
0,12,17
0,12,17
0,06,17
0,16,17
0,07,17
0,15,17
0,04,17
0,09,17
0,06,17
0,03,17
0,11,17
0,13,17
0,11,17
0,03,17
0,12,17
0,02,17
0,16,17
0,07,17
0,06,17
0,06,17
0,09,17
0,13,17
0,07,17
