0,16,04,05,02,06,20,37
0,19,24,20,27,03,26,37
0,18,28,05,03,32,09,37
0,31,09,11,33,13,27,37
0,16,05,01,21,06,12,37
0,32,33,14,29,06,26,37
0,21,22,01,02,20,05,37
0,13,14,04,19,23,28,37
0,02,01,32,29,22,18,37
0,27,06,08,11,16,14,37
0,32,25,12,02,24,23,37
0,19,02,17,30,22,14,37
0,19,31,32,16,28,22,37
0,04,31,28,05,29,33,37
0,18,03,17,04,21,31,37
0,30,18,24,26,22,23,37
0,28,03,12,24,21,14,37
0,18,33,11,06,30,08,37
0,20,21,03,02,05,24,37
0,22,23,21,25,10,33,37
0,11,06,20,17,13,32,37
0,06,10,04,31,26,24,37
0,25,03,11,24,20,26,37
0,11,20,14,15,26,27,37
0,29,27,08,20,14,10,37
0,33,21,32,22,05,16,37
0,04,03,06,33,31,27,37
0,13,30,28,26,18,10,37
0,23,08,18,01,19,11,37
0,29,01,15,31,32,20,37
0,28,23,30,09,03,13,37
0,01,17,31,15,27,04,37
0,25,03,33,07,10,13,37
0,06,24,16,01,05,30,37
0,32,15,04,17,22,12,37
0,03,33,25,28,15,10,37
0,24,13,16,01,20,26,37
0,18,01,22,20,26,33,37
0,20,05,31,10,28,16,37
0,27,25,09,17,32,08,37
0,18,26,03,22,16,23,37
0,16,04,29,14,26,01,37
0,19,06,08,21,11,09,37
0,30,16,27,22,03,21,37
0,04,19,12,06,31,10,37
0,19,30,14,13,24,15,37
0,03,09,31,26,01,11,37
0,03,30,10,14,11,08,37
0,02,12,11,17,28,15,37
0,04,33,19,31,14,18,37
0,14,33,03,27,26,16,37
0,32,21,31,14,17,29,37
0,19,11,18,20,21,05,37
0,04,01,03,06,29,07,37
0,21,09,02,23,06,16,37
0,28,13,27,25,15,08,37
0,07,23,04,06,25,32,37
0,24,33,19,15,09,14,37
0,14,21,11,18,26,20,37
0,08,06,32,18,01,29,37
0,32,22,10,09,20,30,37
0,04,13,26,18,30,08,37
0,03,02,19,11,05,20,37
0,18,27,29,30,32,08,37
0,25,07,27,32,30,09,37
0,07,04,15,28,02,24,37
0,18,23,31,25,26,04,37
0,16,20,01,26,10,05,37
0,28,01,23,13,15,32,37
0,27,21,31,19,10,09,37
0,07,20,22,21,05,30,37
0,05,09,31,27,03,11,37
0,01,05,22,26,16,21,37
0,30,17,21,29,11,33,37
0,04,01,31,20,19,25,37
0,14,29,04,09,07,02,37
0,04,18,22,25,03,29,37
0,03,24,25,22,15,05,37
0,30,22,13,17,23,01,37
0,14,03,21,29,12,33,37
0,28,30,15,10,03,13,37
0,05,29,17,19,32,27,37
0,26,01,32,29,13,21,37
0,18,30,33,12,17,31,37
0,03,29,05,09,21,11,37
0,07,13,01,10,22,29,37
0,33,16,22,10,27,03,37
0,27,11,01,26,19,24,37
0,31,02,29,23,10,17,37
0,32,30,06,08,17,07,37
0,14,09,05,17,11,16,37
0,01,12,07,02,09,18,37
0,13,30,19,31,15,05,37
0,22,13,28,33,09,01,37
0,24,01,20,12,04,29,37
0,14,19,02,24,18,07,37
0,31,23,03,12,14,32,37
0,28,27,30,18,03,01,37
0,08,14,21,29,28,03,37
0,26,17,21,30,09,28,37
0,27,29,30,14,25,19,37
0,30,15,09,23,17,10,37
0,19,14,13,23,22,05,37
0,06,10,22,09,12,17,37
0,03,21,24,22,29,07,37
0,03,33,05,07,10,14,37
0,05,08,30,22,19,27,37
0,32,02,22,18,12,15,37
0,26,24,08,19,11,16,37
0,18,26,19,12,17,27,37
0,22,29,18,13,07,26,37
0,22,09,26,05,28,03,37
0,14,29,28,33,22,10,37
0,22,24,32,04,29,19,37
0,03,25,15,30,06,02,37
0,04,33,22,15,16,32,37
0,30,31,33,08,21,15,37
0,24,05,17,01,04,27,37
0,30,33,01,23,03,17,37
0,20,17,11,18,15,30,37
0,03,15,06,23,12,26,37
0,26,32,24,14,28,08,37
0,18,20,15,06,31,02,37
0,27,12,14,15,21,05,37
0,04,07,26,10,30,20,37
0,28,23,26,01,08,33,37
0,29,24,04,03,22,18,37
0,33,08,30,22,20,12,37
0,19,24,15,02,31,32,37
0,10,09,02,31,21,01,37
0,20,12,21,29,03,01,37
0,12,05,07,14,15,20,37
0,04,30,06,25,29,05,37
0,02,32,19,07,11,03,37
0,14,08,25,11,03,29,37
0,23,15,30,14,20,03,37
0,07,31,05,14,08,03,37
0,33,04,10,17,28,32,37
0,13,04,15,10,30,19,37
0,25,04,15,14,07,02,37
0,20,25,28,12,29,04,37
0,03,12,31,32,11,05,37
0,02,12,11,16,14,15,37
0,05,15,26,08,32,16,37
0,32,25,26,33,23,16,37
0,30,01,33,22,14,04,37
0,29,27,17,05,01,15,37
0,17,05,18,01,29,10,37
0,06,25,10,30,08,16,37
0,27,21,03,19,04,28,37
0,12,18,14,25,01,07,37
0,18,17,05,08,06,03,37
0,05,13,15,07,30,18,37
0,26,08,12,15,07,22,37
0,01,03,26,07,28,14,37
0,29,11,32,30,33,28,37
0,05,07,13,04,25,10,37
0,22,02,04,19,08,05,37
0,01,16,06,07,11,13,37
0,24,25,19,32,30,12,37
0,03,09,27,23,31,21,37
0,13,20,32,21,03,10,37
0,06,10,27,01,28,26,37
0,28,27,17,23,32,04,37
0,32,13,03,01,02,08,37
0,12,25,11,05,32,19,37
0,20,11,15,31,13,33,37
0,01,03,21,22,31,32,37
0,13,20,18,23,03,28,37
0,14,32,24,22,12,20,37
0,14,13,26,05,20,17,37
0,03,11,17,23,09,01,37
0,15,06,01,31,25,10,37
0,07,12,21,24,28,23,37
0,01,16,29,33,08,03,37
0,23,06,12,22,01,26,37
0,08,15,22,12,17,33,37
0,25,18,32,15,29,04,37
0,17,04,18,07,08,13,37
0,01,17,15,25,08,11,37
0,22,01,24,29,33,25,37
0,26,10,22,20,05,09,37
0,08,05,15,13,11,25,37
0,10,06,29,01,05,02,37
0,23,28,07,13,06,29,37
0,17,04,25,08,33,01,37
0,32,14,04,08,28,25,37
0,12,10,02,33,18,24,37
0,26,10,24,04,33,23,37
0,29,18,01,12,26,13,37
0,16,30,09,18,26,31,37
