0,04,08,17,27,31,28,37
0,32,27,33,16,18,04,37
0,04,29,06,19,12,27,37
0,31,08,05,27,07,14,37
0,29,09,32,02,03,15,37
0,14,07,27,16,17,05,37
0,15,23,27,31,22,20,37
0,33,16,10,02,17,15,37
0,03,29,09,13,21,27,37
0,25,15,26,28,33,22,37
0,28,18,16,21,10,03,37
0,26,03,28,16,31,23,37
0,21,07,06,20,10,14,37
0,15,31,25,12,06,02,37
0,28,31,17,01,27,11,37
0,03,10,07,05,28,30,37
0,13,25,21,11,23,15,37
0,12,24,22,01,25,23,37
0,17,27,29,10,05,15,37
0,30,19,15,32,05,23,37
0,08,30,29,17,28,04,37
0,32,29,17,21,04,10,37
0,05,22,17,33,31,03,37
0,26,22,15,29,17,20,37
0,18,29,09,19,26,07,37
0,12,17,21,25,28,01,37
0,09,12,08,04,30,05,37
0,01,16,22,13,18,19,37
0,20,02,11,15,23,29,37
0,08,12,22,07,24,21,37
0,08,02,20,21,16,11,37
0,10,06,07,11,18,23,37
0,12,09,27,26,28,20,37
0,05,18,17,01,26,23,37
0,11,08,22,01,17,16,37
0,20,02,25,03,28,32,37
0,31,18,13,32,14,12,37
0,11,03,17,19,04,30,37
0,30,21,33,15,31,04,37
0,29,18,22,14,27,09,37
0,04,09,26,33,03,22,37
0,07,08,14,23,21,25,37
0,02,07,23,31,26,28,37
0,08,12,13,23,29,04,37
0,05,02,15,32,11,03,37
0,30,33,01,20,11,07,37
0,07,18,14,30,20,33,37
0,27,14,06,22,26,10,37
0,32,30,17,08,14,03,37
0,04,30,03,22,18,08,37
0,07,10,27,02,18,04,37
0,24,22,03,09,27,02,37
0,03,20,13,30,08,29,37
0,03,21,23,14,30,31,37
0,28,12,30,21,18,01,37
0,28,29,22,02,06,11,37
0,25,08,10,07,13,27,37
0,29,08,19,01,02,16,37
0,30,08,17,20,33,29,37
0,23,18,19,11,28,22,37
0,32,12,04,03,14,11,37
0,11,28,05,31,09,19,37
0,14,28,06,08,21,29,37
0,32,17,05,15,25,18,37
0,14,20,12,06,27,10,37
0,30,31,27,05,13,11,37
0,13,05,10,19,29,15,37
0,16,07,32,14,25,11,37
0,32,18,04,25,16,10,37
0,21,03,28,22,10,27,37
0,19,03,32,07,13,16,37
0,05,22,07,03,27,16,37
0,22,23,01,21,09,16,37
0,06,33,13,11,07,03,37
0,25,01,18,02,21,29,37
0,30,25,20,26,11,27,37
0,24,26,22,01,23,06,37
0,31,11,25,09,08,12,37
0,01,19,30,28,17,22,37
0,13,11,03,05,24,19,37
0,18,27,14,22,16,01,37
0,02,16,27,15,23,26,37
0,03,08,27,17,21,11,37
0,28,08,02,15,16,22,37
0,11,31,03,21,17,09,37
0,33,08,06,29,11,16,37
0,20,22,02,07,17,05,37
0,33,23,06,05,02,26,37
0,28,24,32,12,20,18,37
0,14,21,28,16,23,05,37
0,18,07,29,14,11,17,37
0,10,03,09,11,19,15,37
0,21,10,32,13,01,29,37
0,16,18,28,24,33,15,37
0,04,08,01,13,10,33,37
0,02,05,12,01,31,26,37
0,21,01,26,27,06,28,37
0,18,11,05,13,07,02,37
0,14,04,25,29,22,32,37
0,09,29,07,08,18,32,37
0,06,17,08,23,16,01,37
0,06,16,17,03,08,09,37
0,07,32,03,25,12,21,37
0,22,12,33,16,01,18,37
0,31,24,03,06,08,17,37
0,28,07,04,16,21,09,37
